"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59"
"Grewia_pubescens","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Grewia_rothii","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Hibiscus_articulatus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Hibiscus_cannabinus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Hibiscus_micranthus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Microcos_africana","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Microcos_coriacea","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0"
"Microcos_oligoneura","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Microcos_pinnatifida","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Microcos_seretii","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Microcos_mildbraedii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nesogordonia_papaverifera","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pterygota_mildbraedii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","0","1","0","1","1","0","1","0"
"Sida_acuta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Sida_rhombifolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","1","1","1","0","1","0"
"Sida_spinosa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Sterculia_tragacantha","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0"
"Sterculia_rhinopetala","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sterculia_dawei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Theobroma_cacao","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","1","1","0","1","1","0","1","0"
"Triplochiton_scleroxylon","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Triumfetta_tomentosa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Triumfetta_cordifolia","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","1","0","1","1","1","1","1","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","1","1","1","0","1","1","0","0","1","0","1","0","1","1","1","1","0"
"Haumania_danckelmaniana","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Haumania_liebrechtsiana","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","1","1","1","0","1","1","0","0","1","0","1","0","1","1","1","1","0"
"Hypselodelphys_violacea","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Marantochloa_filipes","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0"
"Marantochloa_leucantha","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Megaphrynium_macrostachyum","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","1","0","1","1","1","0","1","1","0","0","1","1","1","0","1","1","1","1","0"
"Sarcophrynium_brachystachyum","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Sarcophrynium_prionogonium","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","1","1","0","1","1","0","1","0"
"Megaphrynium_gabonense","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Tristemma_mauritianum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carapa_grandiflora","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Carapa_procera","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Ekebergia_capensis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guarea_thompsonii","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Trichilia_monadelpha","0","1","0","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Trichilia_welwitschii","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Trichilia_dregeana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Turraeanthus_africanus","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Dioscoreophyllum_cumminsii","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hyalosepalum_caffrum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Tiliacora_bequaertii","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Triclisia_dictyophylla","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Triclisia_patens","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Xymalos_monospora","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Grevea_eggelingii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Antiaris_toxicaria","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","0","1","0","1","0","1","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","0","1","0"
"Artocarpus_altilis","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Artocarpus_heterophyllus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Broussonetia_papyrifera","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_thonningii","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","0","1","0","1","1","1","0","1","1","0","1","1","1","1","0","1","1","1","1","0"
"Ficus_ampelos","1","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0","1","0","1","1","0","0","0","1","1","1","1","1","1","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1","0","1","0"
"Ficus_lingua","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","1","0","1","1","1","0","1","1","0","0","1","1","1","0","1","1","1","1","0"
"Ficus_lutea","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"Ficus_natalensis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_sansibarica","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","0","0","0","1","1","1","0","1","1","0","1","1","0","1","1","1","1","1","1","0"
"Ficus_sur","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","1","1","0","1","0","1","1","0","1","0"
"Ficus_oreodryadum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ficus_mucuso","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","1","0","1","0","1","0","1","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","0"
"Ficus_polita","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","1","1","1","0","1","1","0","0","1","0","1","0","1","1","1","1","0"
"Ficus_recurvata","0","1","0","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Ficus_saussureana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_demeusei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ficus_asperifolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_barteri","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","1","1","1","0","1","1","0","0","1","0","1","0","1","1","1","1","0"
"Ficus_brachypoda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_conraui","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_craterostoma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ficus_cyathistipula","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_ottoniifolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","1","1","1","0","1","0"
"Ficus_pseudomangifera","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_pubigera","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_tremula","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ficus_trichopoda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_vallischoudae","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Ficus_variifolia","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","0","1","0"
"Ficus_platyphylla","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Milicia_excelsa","0","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Morus_mesozygia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","0","1","1","1","1","0","1","0"
"Treculia_africana","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","0","1","0","1","0","1","1","1","1","1","1","0","0","1","1","1","0","1","1","1","1","0"
"Trilepisium_madagascariense","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","1","0","0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1","0","1","0"
"Ensete_ventricosum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","1","0","1","1","0","1","0"
"Musa_paradisiaca","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Coelocaryon_preussii","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0"
"Coelocaryon_oxycarpum","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pycnanthus_angolensis","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","1","0","1","0","1","0","1","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","0"
"Scyphocephalium_mannii","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Staudtia_kamerunensis","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0"
"Eucalyptus_grandis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
"Eugenia_fernandopoana","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Eugenia_staudtii","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Psidium_guajava","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1","0","1","0"
"Psidium_guineense","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"Syzygium_guineense","0","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","0"
"Syzygium_parvifolium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Syzygium_rowlandii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coula_edulis","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0"
"Diogoa_zenkeri","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0"
"Heisteria_zimmereri","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Heisteria_parvifolia","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0"
"Olax_subscorpioidea","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Olea_capensis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","1","1","0","0","1","0","1","1","0","0","0","0","1","1","0","1","0","1","1","0","1","0"
"Olea_welwitschii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0"
